unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
"38EDC0C3-2035-0F63-E063-4704A8C00424","331000","2025-05-09","L23 0QX","S","N","F","","65","MYERS ROAD EAST","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-2035-0F63-E063-4704A8C00424/current"
"34222872-8977-4D2B-E063-4704A8C07853","255000","2025-04-04","L23 0RQ","S","N","F","","2","CAITHNESS DRIVE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222872-8977-4D2B-E063-4704A8C07853/current"
"36A61A94-C4A8-DEF2-E063-4704A8C046AE","260000","2025-04-24","L23 0RZ","S","N","F","","20","DORBETT DRIVE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-C4A8-DEF2-E063-4704A8C046AE/current"
"38EDC0C3-1E2E-0F63-E063-4704A8C00424","350000","2025-05-23","L23 0SJ","S","N","F","","7","DUDLEY GROVE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-1E2E-0F63-E063-4704A8C00424/current"
"34222872-88A1-4D2B-E063-4704A8C07853","215000","2025-04-04","L23 0SN","S","N","F","","21","NAZEBY AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222872-88A1-4D2B-E063-4704A8C07853/current"
"3B5CE841-F9C6-EE3A-E063-4804A8C0D6F1","320000","2025-06-20","L23 0SW","S","N","F","","32","NAZEBY AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-F9C6-EE3A-E063-4804A8C0D6F1/current"
"38EDC0C3-1C29-0F63-E063-4704A8C00424","300000","2025-05-23","L23 0SZ","S","N","F","","14","ENFIELD AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-1C29-0F63-E063-4704A8C00424/current"
"3B5CE841-FBDB-EE3A-E063-4804A8C0D6F1","238000","2025-06-27","L23 0TD","S","N","F","","59","BROWNMOOR LANE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-FBDB-EE3A-E063-4804A8C0D6F1/current"
"38EDC0C3-1DFB-0F63-E063-4704A8C00424","225000","2025-05-30","L23 0TG","T","N","F","","11A","SEAFIELD AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-1DFB-0F63-E063-4704A8C00424/current"
"38EDC0C3-1D6F-0F63-E063-4704A8C00424","270000","2025-06-04","L23 0TG","S","N","F","","47","SEAFIELD AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-1D6F-0F63-E063-4704A8C00424/current"
"3DCCB7CA-2C00-5B9D-E063-4704A8C0331E","350000","2025-07-25","L23 0TL","S","N","F","","1","BROWNMOOR PARK","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-2C00-5B9D-E063-4704A8C0331E/current"
"38EDC0C3-1BD5-0F63-E063-4704A8C00424","355000","2025-04-17","L23 0TL","S","N","F","","41","BROWNMOOR PARK","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-1BD5-0F63-E063-4704A8C00424/current"
"38EDC0C3-ACBE-0F63-E063-4704A8C00424","135000","2025-05-16","L23 0TR","T","N","F","","26","ENDBUTT LANE","GREAT CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","B","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-ACBE-0F63-E063-4704A8C00424/current"
"38EDC0C3-1E63-0F63-E063-4704A8C00424","235000","2025-05-23","L23 0UQ","S","N","F","","2","ROSEDALE AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-1E63-0F63-E063-4704A8C00424/current"
"3B5CE841-FC5F-EE3A-E063-4804A8C0D6F1","247500","2025-07-17","L23 1AF","S","N","F","","6","THORN TREE DRIVE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-FC5F-EE3A-E063-4804A8C0D6F1/current"
"3DCCB7CA-C2DC-5B9D-E063-4704A8C0331E","207000","2025-07-31","L23 1XH","T","N","F","","14","JUNIPER GARDENS","","LIVERPOOL","SEFTON","MERSEYSIDE","B","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-C2DC-5B9D-E063-4704A8C0331E/current"
"38EDC0C3-1C55-0F63-E063-4704A8C00424","307000","2025-05-23","L23 1XJ","D","N","F","","41","RUNNELLS LANE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-1C55-0F63-E063-4704A8C00424/current"
"36A61A94-C598-DEF2-E063-4704A8C046AE","305000","2025-04-30","L23 2RD","S","N","F","","103","THE NORTHERN ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-C598-DEF2-E063-4704A8C046AE/current"
"3DCCB7CA-28A1-5B9D-E063-4704A8C0331E","301000","2025-08-18","L23 2RL","D","N","F","","27","MOORSIDE CLOSE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-28A1-5B9D-E063-4704A8C0331E/current"
"3DCCB7CA-2726-5B9D-E063-4704A8C0331E","250000","2025-08-14","L23 2RN","S","N","F","","5","TREVOR DRIVE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-2726-5B9D-E063-4704A8C0331E/current"
"3B5CE841-F8A0-EE3A-E063-4804A8C0D6F1","290000","2025-06-20","L23 2RW","S","N","F","","20","TREVOR DRIVE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-F8A0-EE3A-E063-4804A8C0D6F1/current"
"3B5CE841-F81E-EE3A-E063-4804A8C0D6F1","267000","2025-07-11","L23 2TN","S","N","F","","1","OAKLANDS AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-F81E-EE3A-E063-4804A8C0D6F1/current"
"38EDC0C3-1CA7-0F63-E063-4704A8C00424","220000","2025-05-09","L23 2TR","S","N","F","","12","HALSALL CLOSE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-1CA7-0F63-E063-4704A8C00424/current"
"36A61A94-C469-DEF2-E063-4704A8C046AE","375000","2025-05-21","L23 2UH","S","N","F","","204","MOOR LANE","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-C469-DEF2-E063-4704A8C046AE/current"
"38EDC0C3-1C73-0F63-E063-4704A8C00424","337500","2025-06-03","L23 3AY","S","N","F","","43","SUNNYSIDE ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-1C73-0F63-E063-4704A8C00424/current"
"3DCCB7CA-2961-5B9D-E063-4704A8C0331E","196000","2025-07-31","L23 3AZ","S","N","F","","16","SUNNYSIDE ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-2961-5B9D-E063-4704A8C0331E/current"
"36A61A94-C5F1-DEF2-E063-4704A8C046AE","185000","2025-05-09","L23 3BB","T","N","F","","40","CROSENDER ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-C5F1-DEF2-E063-4704A8C046AE/current"
"3DCCB7CA-2958-5B9D-E063-4704A8C0331E","146500","2025-07-17","L23 3BD","T","N","F","","13","JUBILEE ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-2958-5B9D-E063-4704A8C0331E/current"
"38EDC0C3-2037-0F63-E063-4704A8C00424","410000","2025-06-13","L23 3BW","S","N","F","","35","CORONATION DRIVE","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-2037-0F63-E063-4704A8C00424/current"
"3DCCB7CA-2A47-5B9D-E063-4704A8C0331E","350000","2025-07-29","L23 3DN","S","N","F","","37","BROOKFIELD AVENUE","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-2A47-5B9D-E063-4704A8C0331E/current"
"3DCCB7CA-28C5-5B9D-E063-4704A8C0331E","353000","2025-07-24","L23 3DQ","S","N","F","","8","LANCASTER AVENUE","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-28C5-5B9D-E063-4704A8C0331E/current"
"36A61A94-C468-DEF2-E063-4704A8C046AE","153000","2025-04-25","L23 3DR","F","N","L","","15","COLLEGE GREEN FLATS","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-C468-DEF2-E063-4704A8C046AE/current"
"3DCCB7CA-29C4-5B9D-E063-4704A8C0331E","385000","2025-07-22","L23 3DW","S","N","F","","6","BROOKFIELD AVENUE","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-29C4-5B9D-E063-4704A8C0331E/current"
"3DCCB7CA-2A25-5B9D-E063-4704A8C0331E","325000","2025-08-06","L23 4TH","S","N","F","","29","SOUTHPORT ROAD","THORNTON","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-2A25-5B9D-E063-4704A8C0331E/current"
"3DCCB7CA-286B-5B9D-E063-4704A8C0331E","250000","2025-07-25","L23 5RB","T","N","F","","28","SHAFTESBURY ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-286B-5B9D-E063-4704A8C0331E/current"
"3B5CE841-F8DC-EE3A-E063-4804A8C0D6F1","200000","2025-06-27","L23 5RY","T","N","F","","29","VALE ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-F8DC-EE3A-E063-4804A8C0D6F1/current"
"36A61A94-C5A3-DEF2-E063-4704A8C046AE","172000","2025-05-07","L23 5RZ","T","N","F","","8","VALE ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-C5A3-DEF2-E063-4704A8C046AE/current"
"36A61A94-C568-DEF2-E063-4704A8C046AE","240000","2025-04-25","L23 5SX","S","N","F","","9","KIMBERLEY AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-C568-DEF2-E063-4704A8C046AE/current"
"3DCCB7CA-285D-5B9D-E063-4704A8C0331E","345000","2025-07-18","L23 5SZ","D","N","F","","38","ST LUKES ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-285D-5B9D-E063-4704A8C0331E/current"
"3B5CE841-F9B2-EE3A-E063-4804A8C0D6F1","330000","2025-07-11","L23 5TH","S","N","F","","152","LIVERPOOL ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-F9B2-EE3A-E063-4804A8C0D6F1/current"
"3B5CE841-FC4D-EE3A-E063-4804A8C0D6F1","280000","2025-05-23","L23 5TJ","T","N","F","","3","THE MEWS","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-FC4D-EE3A-E063-4804A8C0D6F1/current"
"38EDC0C3-1C58-0F63-E063-4704A8C00424","137000","2025-06-11","L23 5UJ","F","N","L","FLAT 48","SANDALWOOD, 83","CORONATION ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-1C58-0F63-E063-4704A8C00424/current"
"3DCCB7CA-282A-5B9D-E063-4704A8C0331E","135000","2025-07-30","L23 5UJ","F","N","L","FLAT 50","SANDALWOOD, 83","CORONATION ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-282A-5B9D-E063-4704A8C0331E/current"
"3B5CE841-FB3C-EE3A-E063-4804A8C0D6F1","240000","2025-06-27","L23 6AB","F","N","L","FLAT 9","THE KNOWLES, 2","BLUNDELLSANDS ROAD WEST","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-FB3C-EE3A-E063-4804A8C0D6F1/current"
"3B5CE841-FB04-EE3A-E063-4804A8C0D6F1","278000","2025-06-23","L23 6BA","F","N","L","APARTMENT 7","BLUNDELLSANDS CLASSIC, 19","BLUNDELLSANDS ROAD WEST","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-FB04-EE3A-E063-4804A8C0D6F1/current"
"3DCCB7CA-2A08-5B9D-E063-4704A8C0331E","260000","2025-07-24","L23 6BA","F","N","L","APARTMENT 8","BLUNDELLSANDS CLASSIC, 19","BLUNDELLSANDS ROAD WEST","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-2A08-5B9D-E063-4704A8C0331E/current"
"3B5CE841-F91F-EE3A-E063-4804A8C0D6F1","223600","2025-07-14","L23 6SR","F","N","L","FLAT 15","WESTON COURT","BURBO BANK ROAD SOUTH","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-F91F-EE3A-E063-4804A8C0D6F1/current"
"3DCCB7CA-26EC-5B9D-E063-4704A8C0331E","300000","2025-07-21","L23 6SS","T","N","F","","107","MERSEY ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-26EC-5B9D-E063-4704A8C0331E/current"
"3B5CE841-F8C7-EE3A-E063-4804A8C0D6F1","245000","2025-06-05","L23 6SY","S","N","F","","43","RIVERSLEA ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-F8C7-EE3A-E063-4804A8C0D6F1/current"
"3B5CE841-F954-EE3A-E063-4804A8C0D6F1","120000","2025-06-27","L23 6TS","F","N","L","FLAT 15","SOMERFORD HOUSE, 2","NICHOLAS ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-F954-EE3A-E063-4804A8C0D6F1/current"
"3DCCB7CA-27FE-5B9D-E063-4704A8C0331E","37000","2025-06-27","L23 6TS","F","N","L","FLAT 33","SOMERFORD HOUSE, 2","NICHOLAS ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-27FE-5B9D-E063-4704A8C0331E/current"
"3B5CE841-FC12-EE3A-E063-4804A8C0D6F1","220000","2025-06-20","L23 6TY","F","N","L","FLAT 9","WARRENHURST COURT, 9","WARREN ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-FC12-EE3A-E063-4804A8C0D6F1/current"
"36A61A94-C688-DEF2-E063-4704A8C046AE","220000","2025-04-25","L23 6UJ","F","N","L","FLAT 6","7","MERRILOCKS ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-C688-DEF2-E063-4704A8C046AE/current"
"3B5CE841-FB37-EE3A-E063-4804A8C0D6F1","900000","2025-07-04","L23 6UN","S","N","L","","30","MERRILOCKS ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-FB37-EE3A-E063-4804A8C0D6F1/current"
"3DCCB7CA-2BA0-5B9D-E063-4704A8C0331E","240000","2025-08-15","L23 6UW","F","N","L","FLAT 3","60","MERRILOCKS ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-2BA0-5B9D-E063-4704A8C0331E/current"
"3DCCB7CA-27F3-5B9D-E063-4704A8C0331E","165000","2025-08-20","L23 6UX","F","N","L","1","ABBOTSFORD COURT, 24","ABBOTSFORD ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-27F3-5B9D-E063-4704A8C0331E/current"
"3B5CE841-FA4E-EE3A-E063-4804A8C0D6F1","285000","2025-06-19","L23 6XA","S","N","F","","2","HARLECH ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-FA4E-EE3A-E063-4804A8C0D6F1/current"
"36A61A94-C3F6-DEF2-E063-4704A8C046AE","253000","2025-05-08","L23 7TF","T","N","F","","48","ALEXANDRA ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-C3F6-DEF2-E063-4704A8C046AE/current"
"36A61A94-C5A1-DEF2-E063-4704A8C046AE","330000","2025-05-02","L23 7UQ","S","N","L","","42","ENNISMORE ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-C5A1-DEF2-E063-4704A8C046AE/current"
"3DCCB7CA-29CD-5B9D-E063-4704A8C0331E","357500","2025-08-20","L23 7UZ","S","N","F","","12","BOUNDARY DRIVE","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-29CD-5B9D-E063-4704A8C0331E/current"
"3B5CE841-FA9C-EE3A-E063-4804A8C0D6F1","735000","2025-06-13","L23 7XB","D","N","L","","5","PRESTWICK DRIVE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-FA9C-EE3A-E063-4804A8C0D6F1/current"
"3B5CE841-FA97-EE3A-E063-4804A8C0D6F1","565000","2025-06-30","L23 7XD","D","N","L","","22","ROEHAMPTON DRIVE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-FA97-EE3A-E063-4804A8C0D6F1/current"
"3B5CE841-F96B-EE3A-E063-4804A8C0D6F1","200000","2025-05-30","L23 7XY","T","N","F","","13","VICTORIA ROAD","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-F96B-EE3A-E063-4804A8C0D6F1/current"
"3DCCB7CA-2AC0-5B9D-E063-4704A8C0331E","360500","2025-08-04","L23 7YA","S","N","F","","35","MILLER AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-2AC0-5B9D-E063-4704A8C0331E/current"
"38EDC0C3-1D47-0F63-E063-4704A8C00424","430000","2025-06-20","L23 7YB","S","N","F","","18","MANOR AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-1D47-0F63-E063-4704A8C00424/current"
"36A61A94-C3EC-DEF2-E063-4704A8C046AE","350000","2025-05-07","L23 7YJ","S","N","F","","3","BONNINGTON AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A94-C3EC-DEF2-E063-4704A8C046AE/current"
"3B5CE841-F811-EE3A-E063-4804A8C0D6F1","150000","2025-06-20","L23 8SF","F","N","L","9","LISMORE COURT","BLUNDELLSANDS ROAD EAST","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-F811-EE3A-E063-4804A8C0D6F1/current"
"3B5CE841-FC6C-EE3A-E063-4804A8C0D6F1","153000","2025-06-26","L23 8SS","F","N","L","","20","DOWHILLS PARK","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-FC6C-EE3A-E063-4804A8C0D6F1/current"
