unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
"2D4D7609-367D-BDF9-E063-4804A8C0672F","310000","2024-12-11","L23 0QZ","S","N","F","","42","MYERS ROAD EAST","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-367D-BDF9-E063-4804A8C0672F/current"
"2F7F2B43-38F3-E08F-E063-4804A8C05A49","232000","2025-02-03","L23 0QZ","S","N","F","","56","MYERS ROAD EAST","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B43-38F3-E08F-E063-4804A8C05A49/current"
"2F7F2B43-39EB-E08F-E063-4804A8C05A49","330000","2024-10-14","L23 0RT","S","N","F","","39","MYERS ROAD WEST","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B43-39EB-E08F-E063-4804A8C05A49/current"
"2D4D7609-E326-BDF9-E063-4804A8C0672F","585000","2024-10-25","L23 0RW","O","N","F","","14","COLLEGE ROAD","","LIVERPOOL","SEFTON","MERSEYSIDE","B","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-E326-BDF9-E063-4804A8C0672F/current"
"2F7F2B43-3BE7-E08F-E063-4804A8C05A49","375000","2025-02-06","L23 0SA","S","N","F","","11","MORNINGTON AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B43-3BE7-E08F-E063-4804A8C05A49/current"
"25E9DA81-17FF-555E-E063-4704A8C066F2","399000","2024-10-16","L23 0SB","S","N","F","","14","GROSVENOR AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA81-17FF-555E-E063-4704A8C066F2/current"
"2ACACE8D-0A10-295E-E063-4804A8C0B0EB","180000","2024-12-13","L23 0SF","T","N","F","","12","BUTTERMERE GARDENS","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8D-0A10-295E-E063-4804A8C0B0EB/current"
"2D4D7609-369C-BDF9-E063-4804A8C0672F","265000","2025-01-03","L23 0SN","S","N","F","","35","NAZEBY AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-369C-BDF9-E063-4804A8C0672F/current"
"2D4D7609-37C9-BDF9-E063-4804A8C0672F","200000","2024-12-12","L23 0SS","F","N","L","FLAT 2","14","COLLEGE AVENUE","CROSBY","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-37C9-BDF9-E063-4804A8C0672F/current"
"2ACACE8D-0B2B-295E-E063-4804A8C0B0EB","235000","2024-12-11","L23 0SW","S","N","F","","42","NAZEBY AVENUE","","LIVERPOOL","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8D-0B2B-295E-E063-4804A8C0B0EB/current"
